,Ürün,Unnamed: 0,Grup,Ağırlık,Group_Number,Ana Grup
236,Sirke,236,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0003218443722804,31,Gıda ve alkolsüz içecekler
237,Sivri Biber,237,Taze sebzeler (patates hariç),0.0023365688262021,23,Gıda ve alkolsüz içecekler
238,Soba,238,Klima ve ısıtıcılar,0.0003310338132884,68,Ev eşyası
239,Sosis,239,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",0.0005242490435889,11,Gıda ve alkolsüz içecekler
240,Soğuk Çay,240,"Alkolsüz içecekler (meşrubat, ayran vb.)",0.0002762295627381,36,Gıda ve alkolsüz içecekler
241,Soğuk İçecekler (Servis edilen),241,"Lokanta, pastane, kafe vb. yerlerde içilen içecekler",0.0007830844961763,129,Lokanta ve oteller
242,Spor Ayakkabısı (Erkek için),242,Erkek ayakkabısı,0.003277198860266,49,Giyim ve ayakkabı
243,Spor Ayakkabısı (Kadın için),243,Kadın ayakkabısı,0.0023404887955452,50,Giyim ve ayakkabı
244,Spor Ayakkabısı (Çocuk için),244,Çocuk ve bebek ayakkabısı,0.0016682914718813,51,Giyim ve ayakkabı
245,Sporla İlgili Aletler (Futbol Topu),245,"Spor, kamp ve açık hava eğlence malzemeleri",0.0011325030947218,113,Eğlence ve kültür
246,Stor Perde,246,Ev tekstili,0.0009168904130621,64,Ev eşyası
247,Su,247,Su ve maden suyu,0.0032793326120685,35,Gıda ve alkolsüz içecekler
248,Su Faturası,248,Su (şebeke suyu),0.0221928136500193,55,Konut
249,Sucuk,249,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",0.004793103594642,11,Gıda ve alkolsüz içecekler
250,Sweatshirt (Erkek için),250,Erkek giyim,0.0006482981667663,43,Giyim ve ayakkabı
251,Sweatshirt (Kadın için),251,Kadın giyim,0.0008458496569301,44,Giyim ve ayakkabı
252,Sweatshirt (Çocuk için),252,Çocuk giyim,0.0006414862182643,45,Giyim ve ayakkabı
253,Sürücü Eğitim Kurs Ücreti,253,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),0.0009390490831357,96,Ulaştırma
254,Süt,254,Süt,0.0065856334332699,14,Gıda ve alkolsüz içecekler
255,Sıcak İçecek Makinaları,255,Elektrikli küçük ev aletleri,0.001075797964155,70,Ev eşyası
256,Sıcak İçecekler (Servis edilen),256,"Lokanta, pastane, kafe vb. yerlerde içilen içecekler",0.0122292916835411,129,Lokanta ve oteller
257,Tablet (Bilgisayar),257,Bilgisayar ve ekipmanları,0.0001864517835604,109,Eğlence ve kültür
258,Tahin,258,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0005411421559061,31,Gıda ve alkolsüz içecekler
259,Tahin Helvası,259,"Reçel, marmelat, bal vb. ürünler",0.000528347938352,28,Gıda ve alkolsüz içecekler
260,Tahıl Gevreği,260,Kahvaltılık tahıl ürünleri,0.0004937958113505,6,Gıda ve alkolsüz içecekler
261,Takım Elbise (Erkek için),261,Erkek giyim,0.001678174983123,43,Giyim ve ayakkabı
262,Tavuk Eti,262,Tavuk eti,0.0146882065714275,9,Gıda ve alkolsüz içecekler
263,Tayt (Çocuk için),263,Çocuk giyim,0.0004424712419823,45,Giyim ve ayakkabı
264,Taze Fasulye,264,Taze sebzeler (patates hariç),0.0015595463060554,23,Gıda ve alkolsüz içecekler
265,Teflon Mutfak Eşyaları,265,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)",0.0004408739768354,74,Ev eşyası
266,Tek Masa,266,Mutfak mobilyaları,0.0018374478231118,60,Ev eşyası
267,Tek Sandalye,267,Mutfak mobilyaları,0.0019346203614324,60,Ev eşyası
268,Telefon Ekipmanları (Cep Telefonu),268,"Mobil telefon, ekipman ve aksesuarları",0.0111917724755159,106,Haberleşme
269,Telefon Onarım Ücreti,269,"Mobil telefon, ekipman ve aksesuarları",0.0007533351088335,106,Haberleşme
270,Televizyon,270,Televizyonlar,0.0061391681013116,108,Eğlence ve kültür
271,Tereyağı (Kahvaltılık),271,Tereyağı,0.0036015762558457,18,Gıda ve alkolsüz içecekler
272,Terlik (Kadın için),272,Kadın ayakkabısı,0.0009672414947737,50,Giyim ve ayakkabı
273,Test Kitapları,273,Kitaplar,0.001745322992818,120,Eğlence ve kültür
274,Tişört (Erkek için),274,Erkek giyim,0.0026033881691755,43,Giyim ve ayakkabı
275,Tişört (Kadın için),275,Kadın giyim,0.003205640348721,44,Giyim ve ayakkabı
276,Tişört (Çocuk için),276,Çocuk giyim,0.002254747295295,45,Giyim ve ayakkabı
277,Toz Şeker,277,Şeker,0.0032977205749425,27,Gıda ve alkolsüz içecekler
278,Tramvay Ücreti,278,Demiryolu ile şehir içi yolcu taşımacılığı,2.5532410347982897e-05,97,Ulaştırma
279,Tulum Peyniri,279,Peynir,0.0015499205961009,16,Gıda ve alkolsüz içecekler
280,Turşu,280,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.0003438399078788,26,Gıda ve alkolsüz içecekler
281,Tuvalet Kağıdı,281,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.0025680700626406,135,Çeşitli mal ve hizmetler
282,Tuvalet ve Güzellik Sabunu,282,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.0013459130370603,135,Çeşitli mal ve hizmetler
283,Tuz,283,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.000419315393927,31,Gıda ve alkolsüz içecekler
284,Tül,284,Ev tekstili,0.0005473973111553,64,Ev eşyası
285,Tüp Gaz Ücreti,285,Tüpgaz (ev tüpü),0.005165181265698,58,Konut
286,Tıraş Malzemeleri,286,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler",0.0005843128917044,135,Çeşitli mal ve hizmetler
287,Uzman Doktor Muayene Ücreti,287,"Ayakta tedavi hizmetleri (muayene ücreti, muayene katkı payı vb.)",0.0073904702400248,85,Sağlık
288,Uçak Bileti Ücreti,288,Havayolu ile yolcu taşımacılığı,0.0021241884158439,102,Ulaştırma
289,Vapur Bilet Ücreti ,289,Deniz ve yurt içi su yolu ile yolcu taşımacılığı,0.0003933889788976,103,Ulaştırma
290,Veteriner Ücreti,290,Evcil hayvanlarla ilgili veterinerlik ve diğer hizmetler,0.0003180096686733,115,Eğlence ve kültür
291,Viski,291,"Alkollü içecekler (rakı, viski, votka vb.)",0.000339258307944,38,Alkollü içecekler ve tütün
292,Yastık,292,Ev tekstili,0.0002639294632731,64,Ev eşyası
293,Yatak (Tek Kişilik),293,Yatak odası mobilyaları,0.0005585826045406,61,Ev eşyası
294,Yatak (Çift Kişilik),294,Yatak odası mobilyaları,0.0011005095302217,61,Ev eşyası
295,Yatak Bazası,295,Yatak odası mobilyaları,0.001050059729956,61,Ev eşyası
296,Yatak Odası Takımı,296,Yatak odası mobilyaları,0.0033910408813606,61,Ev eşyası
297,Yatak Örtüsü,297,Ev tekstili,0.0004353850824417,64,Ev eşyası
298,Yemek Odası Takımı,298,Yemek odası ve oturma odası mobilyaları,0.0015808734632164,62,Ev eşyası
299,Yer Fıstığı,299,Kuru meyve ve sert kabuklu yemişler,0.0010177483333463,22,Gıda ve alkolsüz içecekler
300,Yer ve Duvar Döşemesi,300,Konutun bakım ve onarımı için malzemeler,0.0024008509881405,54,Konut
301,Yorgan,301,Ev tekstili,0.0002827836580651,64,Ev eşyası
302,Yoğurt,302,"Diğer süt ürünleri (yoğurt, hazır sütlü tatlı vb.)",0.0052207186884338,15,Gıda ve alkolsüz içecekler
303,Yumurta,303,Yumurta,0.0075200932831063,17,Gıda ve alkolsüz içecekler
304,Zeytin,304,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.0046003259679335,26,Gıda ve alkolsüz içecekler
305,Zeytinyağı,305,"Sıvı yağlar (zeytinyağı, ayçiçek yağı)",0.00455908987235,20,Gıda ve alkolsüz içecekler
306,Çamaşır Makinesi,306,Çamaşır ve bulaşık makineleri,0.0056141596036835,66,Ev eşyası
307,Çamaşır İçin Temizlik ve Bakım Ürünleri,307,"Ev ile ilgili temizlik malzemeleri (deterjan, yumuşatıcı vb.)",0.0081622360027552,77,Ev eşyası
308,Çanta (Kadın İçin),308,Seyahat malzemeleri ve diğer kişisel aksesuarlar,0.001128445893208,137,Çeşitli mal ve hizmetler
309,Çarliston Biber,309,Taze sebzeler (patates hariç),0.0006977984742334,23,Gıda ve alkolsüz içecekler
310,Çay,310,Çay ve bitki çayları,0.0066695075957621,33,Gıda ve alkolsüz içecekler
311,Çelik Mutfak Eşyaları,311,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)",0.0013886273056689,74,Ev eşyası
312,Çikolata Krem,312,Çikolata ve şekerlemeler,0.0019442502418141,29,Gıda ve alkolsüz içecekler
313,Çikolata Tablet,313,Çikolata ve şekerlemeler,0.0032296763959511,29,Gıda ve alkolsüz içecekler
314,Çilek,314,Taze meyveler,0.0009693446889267,21,Gıda ve alkolsüz içecekler
315,Çiğ Köfte,315,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.0040362712426873,128,Lokanta ve oteller
316,Çocuk Kitapları,316,Kitaplar,0.0003577146945228,120,Eğlence ve kültür
317,Çorap (Erkek için),317,Erkek giyim,0.000735271141294,43,Giyim ve ayakkabı
318,Çorap (Kadın için),318,Kadın giyim,0.0009548578731931,44,Giyim ve ayakkabı
319,Çorap (Çocuk için),319,Çocuk giyim,0.0006245178771213,45,Giyim ve ayakkabı
320,Çorbalar,320,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler",0.0033449526735286,128,Lokanta ve oteller
321,Örgü Yünü,321,"Diğer giyim eşyaları ve aksesuarları (kravat, kemer, eşarp vb.)",0.0007327559616065,47,Giyim ve ayakkabı
322,Özel Lise Ücreti,322,Orta öğretim,0.0089235936790849,125,Eğitim
323,Özel Üniversite Ücreti,323,Üniversite eğitimi,0.0078721078154742,126,Eğitim
324,Özel İlköğretim Ücreti,324,Okul öncesi eğitim ve ilköğretim,0.00584578923333,124,Eğitim
325,Ütü,325,Elektrikli küçük ev aletleri,0.0004906412588852,70,Ev eşyası
326,Üzüm,326,Taze meyveler,0.0018210108283257,21,Gıda ve alkolsüz içecekler
327,İlaçlar,327,İlaçlar,0.0079430752492244,81,Sağlık
328,İnternet Ücreti,328,Telefon (mobil ve sabit hat) ve internet ücretleri,0.0053340679145971,107,Haberleşme
329,İç Çamaşırı (Erkek için),329,Erkek giyim,0.0010923129591759,43,Giyim ve ayakkabı
330,İç Çamaşırı (Kadın için),330,Kadın giyim,0.0022105664927604,44,Giyim ve ayakkabı
331,İç çamaşırı (Çocuk için),331,Çocuk giyim,0.0004849892555738,45,Giyim ve ayakkabı
332,Şarap,332,Şarap,0.0002844559923058,39,Alkollü içecekler ve tütün
333,Şeftali,333,Taze meyveler,0.0009563678407377,21,Gıda ve alkolsüz içecekler
334,Şehirlerarası Otobüs Ücreti ,334,Karayolu ile şehirler arası yolcu taşımacılığı,0.0046586128572751,101,Ulaştırma
335,Şehriye,335,Makarna çeşitleri,0.0003952491013981,5,Gıda ve alkolsüz içecekler
336,Şemsiye,336,Başka yerde sınıflandırılmamış diğer kişisel aksesuarlar,0.0002870065499814,138,Çeşitli mal ve hizmetler
